Country Name,Country Code,Series Name,Series Code,2018 [YR2018],2019 [YR2019],2020 [YR2020]
Panama,PAN,"Population, male",SP.POP.TOTL.MA.IN,2092386,2126434,2159880
Panama,PAN,"Population, total",SP.POP.TOTL,4176868,4246440,4314768
Panama,PAN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,81.593,81.756,..
Panama,PAN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,75.235,75.421,..
Papua New Guinea,PNG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.263,64.501,..
Papua New Guinea,PNG,"Population, female",SP.POP.TOTL.FE.IN,4213891,4296108,4378955
Papua New Guinea,PNG,"Population, male",SP.POP.TOTL.MA.IN,4392433,4480011,4568072
Papua New Guinea,PNG,"Population, total",SP.POP.TOTL,8606324,8776119,8947027
Papua New Guinea,PNG,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,65.576,65.82,..
Papua New Guinea,PNG,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,63.039,63.271,..
Paraguay,PRY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.131,74.254,..
Paraguay,PRY,"Population, female",SP.POP.TOTL.FE.IN,3419020,3463751,3508170
Paraguay,PRY,"Population, male",SP.POP.TOTL.MA.IN,3537049,3580888,3624360
Paraguay,PRY,"Population, total",SP.POP.TOTL,6956069,7044639,7132530
Paraguay,PRY,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,76.25,76.396,..
Paraguay,PRY,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,72.159,72.263,..
Peru,PER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.516,76.736,..
Peru,PER,"Population, female",SP.POP.TOTL.FE.IN,16102678,16362221,16593240
Peru,PER,"Population, male",SP.POP.TOTL.MA.IN,15886587,16148241,16378606
Peru,PER,"Population, total",SP.POP.TOTL,31989265,32510462,32971846
Peru,PER,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,79.28,79.507,..
Peru,PER,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,73.834,74.06,..
Philippines,PHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.095,71.231,..
Philippines,PHL,"Population, female",SP.POP.TOTL.FE.IN,53050171,53800550,54552260
Philippines,PHL,"Population, male",SP.POP.TOTL.MA.IN,53601223,54316072,55028825
Philippines,PHL,"Population, total",SP.POP.TOTL,106651394,108116622,109581085
Philippines,PHL,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,75.387,75.505,..
Philippines,PHL,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,67.123,67.263,..
Poland,POL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.6024390243903,77.8560975609756,..
Poland,POL,"Population, female",SP.POP.TOTL.FE.IN,19568657,19567280,19562432
Poland,POL,"Population, male",SP.POP.TOTL.MA.IN,18406093,18398195,18388370
Poland,POL,"Population, total",SP.POP.TOTL,37974750,37965475,37950802
Poland,POL,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,81.7,81.8,..
Poland,POL,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,73.7,74.1,..
Portugal,PRT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.3243902439024,80.6829268292683,..
Portugal,PRT,"Population, female",SP.POP.TOTL.FE.IN,5420804,5421171,5430030
Portugal,PRT,"Population, male",SP.POP.TOTL.MA.IN,4863018,4865092,4875534
Portugal,PRT,"Population, total",SP.POP.TOTL,10283822,10286263,10305564
Portugal,PRT,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,84.5,83.5,..
Portugal,PRT,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,78.3,78,..
Post-demographic dividend,PST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.6934884694291,80.7947336122577,..
Post-demographic dividend,PST,"Population, female",SP.POP.TOTL.FE.IN,564990315,566339960,567453613
Post-demographic dividend,PST,"Population, male",SP.POP.TOTL.MA.IN,544804888,546367673,547662835
Post-demographic dividend,PST,"Population, total",SP.POP.TOTL,1109795203,1112707633,1115116448
Post-demographic dividend,PST,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,83.4009092723881,83.4938020709664,..
Post-demographic dividend,PST,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,78.1330989921294,78.2416368347309,..
Pre-demographic dividend,PRE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.8209419966658,61.1759780623445,..
Pre-demographic dividend,PRE,"Population, female",SP.POP.TOTL.FE.IN,459507689,472115384,484961683
Pre-demographic dividend,PRE,"Population, male",SP.POP.TOTL.MA.IN,459977401,472787364,485833988
Pre-demographic dividend,PRE,"Population, total",SP.POP.TOTL,919485090,944902748,970795671
Pre-demographic dividend,PRE,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,62.4549084735076,62.8269581263253,..
Pre-demographic dividend,PRE,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,59.196069146834,59.5349384146739,..
Puerto Rico,PRI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.7781951219512,79.928512195122,..
Puerto Rico,PRI,"Population, female",SP.POP.TOTL.FE.IN,1674917,1678215,1680643
Puerto Rico,PRI,"Population, male",SP.POP.TOTL.MA.IN,1518437,1515479,1513391
Puerto Rico,PRI,"Population, total",SP.POP.TOTL,3193354,3193694,3194034
Puerto Rico,PRI,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,83.382,83.498,..
Puerto Rico,PRI,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,76.346,76.529,..
Qatar,QAT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.1,80.227,..
Qatar,QAT,"Population, female",SP.POP.TOTL.FE.IN,681381,698550,715925
Qatar,QAT,"Population, male",SP.POP.TOTL.MA.IN,2100301,2133521,2165135
Qatar,QAT,"Population, total",SP.POP.TOTL,2781682,2832071,2881060
Qatar,QAT,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,81.876,82.01,..
Qatar,QAT,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,78.981,79.142,..
Romania,ROU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.3585365853659,75.4585365853659,..
Romania,ROU,"Population, female",SP.POP.TOTL.FE.IN,9998665,9949913,9908658
Romania,ROU,"Population, male",SP.POP.TOTL.MA.IN,9475305,9421735,9377465
Romania,ROU,"Population, total",SP.POP.TOTL,19473970,19371648,19286123
Romania,ROU,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,79.2,79.3,..
Romania,ROU,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,71.7,71.8,..
Russian Federation,RUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.6621951219512,73.0839024390244,..
Russian Federation,RUS,"Population, female",SP.POP.TOTL.FE.IN,77529365,77482723,77312158
Russian Federation,RUS,"Population, male",SP.POP.TOTL.MA.IN,66948494,66923538,66791922
Russian Federation,RUS,"Population, total",SP.POP.TOTL,144477859,144406261,144104080
Russian Federation,RUS,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,77.82,78.17,..
Russian Federation,RUS,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,67.75,68.24,..
Rwanda,RWA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.7,69.024,..
Rwanda,RWA,"Population, female",SP.POP.TOTL.FE.IN,6256912,6420852,6584778
Rwanda,RWA,"Population, male",SP.POP.TOTL.MA.IN,6045057,6206086,6367431
Rwanda,RWA,"Population, total",SP.POP.TOTL,12301969,12626938,12952209
Rwanda,RWA,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,70.784,71.132,..
Rwanda,RWA,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,66.518,66.821,..
Samoa,WSM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.187,73.321,..
Samoa,WSM,"Population, female",SP.POP.TOTL.FE.IN,94644,95089,95707
Samoa,WSM,"Population, male",SP.POP.TOTL.MA.IN,101484,102004,102703
Samoa,WSM,"Population, total",SP.POP.TOTL,196128,197093,198410
Samoa,WSM,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,75.325,75.464,..
Samoa,WSM,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,71.197,71.324,..
San Marino,SMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..,..
San Marino,SMR,"Population, female",SP.POP.TOTL.FE.IN,..,..,..
San Marino,SMR,"Population, male",SP.POP.TOTL.MA.IN,..,..,..
San Marino,SMR,"Population, total",SP.POP.TOTL,33784,33864,33938
San Marino,SMR,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..,..,..
San Marino,SMR,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..,..,..
Sao Tome and Principe,STP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.17,70.385,..
Sao Tome and Principe,STP,"Population, female",SP.POP.TOTL.FE.IN,105439,107437,109486
Sao Tome and Principe,STP,"Population, male",SP.POP.TOTL.MA.IN,105593,107611,109675
Sao Tome and Principe,STP,"Population, total",SP.POP.TOTL,211032,215048,219161
Sao Tome and Principe,STP,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,72.583,72.814,..
Sao Tome and Principe,STP,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,67.783,67.98,..
Saudi Arabia,SAU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.998,75.133,..
Saudi Arabia,SAU,"Population, female",SP.POP.TOTL.FE.IN,14305421,14484997,14682559
Saudi Arabia,SAU,"Population, male",SP.POP.TOTL.MA.IN,19397336,19783532,20131308
Saudi Arabia,SAU,"Population, total",SP.POP.TOTL,33702757,34268529,34813867
Saudi Arabia,SAU,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,76.615,76.759,..
Saudi Arabia,SAU,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,73.799,73.935,..
Senegal,SEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.665,67.941,..
Senegal,SEN,"Population, female",SP.POP.TOTL.FE.IN,8129674,8349929,8573145
Senegal,SEN,"Population, male",SP.POP.TOTL.MA.IN,7724650,7946433,8170785
Senegal,SEN,"Population, total",SP.POP.TOTL,15854324,16296362,16743930
Senegal,SEN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,69.627,69.918,..
Senegal,SEN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,65.501,65.757,..
Serbia,SRB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.890243902439,75.6853658536585,..
Serbia,SRB,"Population, female",SP.POP.TOTL.FE.IN,3561304,3542820,3524507
Serbia,SRB,"Population, male",SP.POP.TOTL.MA.IN,3421300,3402415,3383717
Serbia,SRB,"Population, total",SP.POP.TOTL,6982604,6945235,6908224
Serbia,SRB,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,78.4,78.4,..
Serbia,SRB,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,73.5,73.1,..
Seychelles,SYC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.8414634146341,73.9439024390244,..
Seychelles,SYC,"Population, female",SP.POP.TOTL.FE.IN,47079,47518,47960
Seychelles,SYC,"Population, male",SP.POP.TOTL.MA.IN,49683,50107,50502
Seychelles,SYC,"Population, total",SP.POP.TOTL,96762,97625,98462
Seychelles,SYC,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,77.4,78.4,..
Seychelles,SYC,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,68.5,69.7,..
Sierra Leone,SLE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,54.309,54.696,..
Sierra Leone,SLE,"Population, female",SP.POP.TOTL.FE.IN,3834352,3914857,3995746
Sierra Leone,SLE,"Population, male",SP.POP.TOTL.MA.IN,3815797,3898350,3981239
Sierra Leone,SLE,"Population, total",SP.POP.TOTL,7650149,7813207,7976985
Sierra Leone,SLE,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,55.106,55.495,..
Sierra Leone,SLE,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,53.468,53.853,..
Singapore,SGP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,83.2975609756098,83.4975609756098,..
Singapore,SGP,"Population, female",SP.POP.TOTL.FE.IN,2687287,2718092,2709673
Singapore,SGP,"Population, male",SP.POP.TOTL.MA.IN,2951389,2985477,2976134
Singapore,SGP,"Population, total",SP.POP.TOTL,5638676,5703569,5685807
Singapore,SGP,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,85.5,85.7,..
Singapore,SGP,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,81.2,81.4,..
Sint Maarten (Dutch part),SXM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..,..
Sint Maarten (Dutch part),SXM,"Population, female",SP.POP.TOTL.FE.IN,..,..,..
Sint Maarten (Dutch part),SXM,"Population, male",SP.POP.TOTL.MA.IN,..,..,..
Sint Maarten (Dutch part),SXM,"Population, total",SP.POP.TOTL,40654,40733,40812
Sint Maarten (Dutch part),SXM,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..,..,..
Sint Maarten (Dutch part),SXM,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..,..,..
Slovak Republic,SVK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.2658536585366,77.4707317073171,..
Slovak Republic,SVK,"Population, female",SP.POP.TOTL.FE.IN,2796281,2799029,2800745
Slovak Republic,SVK,"Population, male",SP.POP.TOTL.MA.IN,2650490,2655118,2658082
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,5446771,5454147,5458827
Slovak Republic,SVK,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,80.8,80.8,..
Slovak Republic,SVK,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,73.9,74.3,..
Slovenia,SVN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.3780487804878,81.280487804878,..
Slovenia,SVN,"Population, female",SP.POP.TOTL.FE.IN,1042032,1048857,1054342
Slovenia,SVN,"Population, male",SP.POP.TOTL.MA.IN,1031862,1039528,1045784
Slovenia,SVN,"Population, total",SP.POP.TOTL,2073894,2088385,2100126
Slovenia,SVN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,84.4,84.2,..
Slovenia,SVN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,78.5,78.5,..
Small states,SST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.5410318025947,69.7708469933063,..
Small states,SST,"Population, female",SP.POP.TOTL.FE.IN,19202233,19500693,19797991
Small states,SST,"Population, male",SP.POP.TOTL.MA.IN,21116147,21496116,21856011
Small states,SST,"Population, total",SP.POP.TOTL,40574734,41254526,41913035
Small states,SST,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,71.3903522840807,71.6235388690546,..
Small states,SST,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,67.8694240332292,68.0978153146829,..
Solomon Islands,SLB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.835,72.996,..
Solomon Islands,SLB,"Population, female",SP.POP.TOTL.FE.IN,320909,329239,337616
Solomon Islands,SLB,"Population, male",SP.POP.TOTL.MA.IN,331947,340582,349262
Solomon Islands,SLB,"Population, total",SP.POP.TOTL,652856,669821,686878
Solomon Islands,SLB,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,74.697,74.866,..
Solomon Islands,SLB,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,71.158,71.3,..
Somalia,SOM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.068,57.397,..
Somalia,SOM,"Population, female",SP.POP.TOTL.FE.IN,7524126,7742710,7969132
Somalia,SOM,"Population, male",SP.POP.TOTL.MA.IN,7484099,7700196,7924087
Somalia,SOM,"Population, total",SP.POP.TOTL,15008225,15442906,15893219
Somalia,SOM,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,58.791,59.132,..
Somalia,SOM,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,55.41,55.725,..
South Africa,ZAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.857,64.131,..
South Africa,ZAF,"Population, female",SP.POP.TOTL.FE.IN,29297427,29698965,30092678
South Africa,ZAF,"Population, male",SP.POP.TOTL.MA.IN,28495093,28859302,29216012
South Africa,ZAF,"Population, total",SP.POP.TOTL,57792520,58558267,59308690
South Africa,ZAF,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,67.398,67.679,..
South Africa,ZAF,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,60.463,60.726,..
South Asia,SAS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.4122699440301,69.6436174250367,..
South Asia,SAS,"Population, female",SP.POP.TOTL.FE.IN,877506768,887944625,898262751
South Asia,SAS,"Population, male",SP.POP.TOTL.MA.IN,936948250,947832144,958619651
South Asia,SAS,"Population, total",SP.POP.TOTL,1814455018,1835776769,1856882402
South Asia,SAS,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,70.7642254144745,71.0139904695577,..
South Asia,SAS,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,68.1759229231294,68.3912196304993,..
South Asia (IDA & IBRD),TSA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.4122699440301,69.6436174250367,..
South Asia (IDA & IBRD),TSA,"Population, female",SP.POP.TOTL.FE.IN,877506768,887944625,898262751
South Asia (IDA & IBRD),TSA,"Population, male",SP.POP.TOTL.MA.IN,936948250,947832144,958619651
South Asia (IDA & IBRD),TSA,"Population, total",SP.POP.TOTL,1814455018,1835776769,1856882402
South Asia (IDA & IBRD),TSA,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,70.7642254144745,71.0139904695577,..
South Asia (IDA & IBRD),TSA,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,68.1759229231294,68.3912196304993,..
South Sudan,SSD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.604,57.846,..
South Sudan,SSD,"Population, female",SP.POP.TOTL.FE.IN,5483166,5525584,5590715
South Sudan,SSD,"Population, male",SP.POP.TOTL.MA.IN,5492758,5536530,5603014
South Sudan,SSD,"Population, total",SP.POP.TOTL,10975924,11062114,11193729
South Sudan,SSD,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,59.135,59.383,..
South Sudan,SSD,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,56.115,56.351,..
Spain,ESP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,83.4317073170732,83.4853658536585,..
Spain,ESP,"Population, female",SP.POP.TOTL.FE.IN,23818485,23977965,24079931
Spain,ESP,"Population, male",SP.POP.TOTL.MA.IN,22979269,23155556,23271636
Spain,ESP,"Population, total",SP.POP.TOTL,46797754,47133521,47351567
Spain,ESP,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,86.3,86.2,..
Spain,ESP,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,80.7,80.9,..
Sri Lanka,LKA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.812,76.978,..
Sri Lanka,LKA,"Population, female",SP.POP.TOTL.FE.IN,11261209,11339582,11409149
Sri Lanka,LKA,"Population, male",SP.POP.TOTL.MA.IN,10408791,10463418,10509851
Sri Lanka,LKA,"Population, total",SP.POP.TOTL,21670000,21803000,21919000
Sri Lanka,LKA,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,80.121,80.261,..
Sri Lanka,LKA,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,73.415,73.596,..
St. Kitts and Nevis,KNA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..,..
St. Kitts and Nevis,KNA,"Population, female",SP.POP.TOTL.FE.IN,..,..,..
St. Kitts and Nevis,KNA,"Population, male",SP.POP.TOTL.MA.IN,..,..,..
St. Kitts and Nevis,KNA,"Population, total",SP.POP.TOTL,52438,52834,53192
St. Kitts and Nevis,KNA,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..,..,..
St. Kitts and Nevis,KNA,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..,..,..
St. Lucia,LCA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.057,76.203,..
St. Lucia,LCA,"Population, female",SP.POP.TOTL.FE.IN,92310,92774,93207
St. Lucia,LCA,"Population, male",SP.POP.TOTL.MA.IN,89580,90021,90422
St. Lucia,LCA,"Population, total",SP.POP.TOTL,181890,182795,183629
St. Lucia,LCA,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,77.434,77.58,..
St. Lucia,LCA,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,74.72,74.851,..
St. Martin (French part),MAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.8219512195122,79.9731707317073,..
St. Martin (French part),MAF,"Population, female",SP.POP.TOTL.FE.IN,..,..,..
St. Martin (French part),MAF,"Population, male",SP.POP.TOTL.MA.IN,..,..,..
St. Martin (French part),MAF,"Population, total",SP.POP.TOTL,37264,38002,38659
St. Martin (French part),MAF,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,83.1,83.2,..
St. Martin (French part),MAF,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,76.7,76.9,..
St. Vincent and the Grenadines,VCT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.415,72.534,..
St. Vincent and the Grenadines,VCT,"Population, female",SP.POP.TOTL.FE.IN,54233,54496,54729
St. Vincent and the Grenadines,VCT,"Population, male",SP.POP.TOTL.MA.IN,55977,56097,56218
St. Vincent and the Grenadines,VCT,"Population, total",SP.POP.TOTL,110210,110593,110947
St. Vincent and the Grenadines,VCT,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,75.007,75.131,..
St. Vincent and the Grenadines,VCT,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,70.182,70.289,..
Sub-Saharan Africa,SSF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.273032490238,61.6274425077665,..
Sub-Saharan Africa,SSF,"Population, female",SP.POP.TOTL.FE.IN,540380177,554613045,569076163
Sub-Saharan Africa,SSF,"Population, male",SP.POP.TOTL.MA.IN,537939335,552344825,566970612
Sub-Saharan Africa,SSF,"Population, total",SP.POP.TOTL,1078319512,1106957870,1136046775
Sub-Saharan Africa,SSF,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,63.0405696723254,63.4101457339053,..
Sub-Saharan Africa,SSF,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,59.5194163331912,59.8593301065544,..
Sub-Saharan Africa (excluding high income),SSA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.2719943146726,61.6263561968196,..
Sub-Saharan Africa (excluding high income),SSA,"Population, female",SP.POP.TOTL.FE.IN,540333098,554565527,569028203
Sub-Saharan Africa (excluding high income),SSA,"Population, male",SP.POP.TOTL.MA.IN,537889652,552294718,566920110
Sub-Saharan Africa (excluding high income),SSA,"Population, total",SP.POP.TOTL,1078222750,1106860245,1135948313
Sub-Saharan Africa (excluding high income),SSA,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,63.0393185410826,63.4088613268149,..
Sub-Saharan Africa (excluding high income),SSA,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,59.5185868278518,59.8584373106788,..
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.273032490238,61.6274425077664,..
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Population, female",SP.POP.TOTL.FE.IN,540380177,554613045,569076163
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Population, male",SP.POP.TOTL.MA.IN,537939335,552344825,566970612
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Population, total",SP.POP.TOTL,1078319512,1106957870,1136046775
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,63.0405696723253,63.4101457339053,..
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,59.5194163331912,59.8593301065544,..
Sudan,SDN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.095,65.311,..
Sudan,SDN,"Population, female",SP.POP.TOTL.FE.IN,20920586,21425281,21941974
Sudan,SDN,"Population, male",SP.POP.TOTL.MA.IN,20880946,21387956,21907295
Sudan,SDN,"Population, total",SP.POP.TOTL,41801532,42813237,43849269
Sudan,SDN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,66.947,67.187,..
Sudan,SDN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,63.277,63.467,..
Suriname,SUR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.57,71.682,..
Suriname,SUR,"Population, female",SP.POP.TOTL.FE.IN,286364,289108,291812
Suriname,SUR,"Population, male",SP.POP.TOTL.MA.IN,289623,292255,294822
Suriname,SUR,"Population, total",SP.POP.TOTL,575987,581363,586634
Suriname,SUR,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,74.937,75.063,..
Suriname,SUR,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,68.368,68.468,..
Sweden,SWE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.5585365853659,82.9585365853659,..
Sweden,SWE,"Population, female",SP.POP.TOTL.FE.IN,5082090,5131863,5167175
Sweden,SWE,"Population, male",SP.POP.TOTL.MA.IN,5093124,5147024,5186267
Sweden,SWE,"Population, total",SP.POP.TOTL,10175214,10278887,10353442
Sweden,SWE,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,84.3,84.7,..
Sweden,SWE,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,80.9,81.3,..
Switzerland,CHE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,83.7536585365854,83.7048780487805,..
Switzerland,CHE,"Population, female",SP.POP.TOTL.FE.IN,4293531,4322594,4352040
Switzerland,CHE,"Population, male",SP.POP.TOTL.MA.IN,4220798,4252686,4284856
Switzerland,CHE,"Population, total",SP.POP.TOTL,8514329,8575280,8636896
Switzerland,CHE,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,85.7,85.6,..
Switzerland,CHE,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,81.9,81.9,..
Syrian Arab Republic,SYR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.779,72.697,..
Syrian Arab Republic,SYR,"Population, female",SP.POP.TOTL.FE.IN,8441049,8515582,8740592
Syrian Arab Republic,SYR,"Population, male",SP.POP.TOTL.MA.IN,8504013,8554550,8760065
Syrian Arab Republic,SYR,"Population, total",SP.POP.TOTL,16945062,17070132,17500657
Syrian Arab Republic,SYR,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,77.763,78.103,..
Syrian Arab Republic,SYR,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,66.578,67.941,..
