Country Name,Country Code,Series,Series Code,2018 [YR2018],2019 [YR2019],2020 [YR2020]
Romania,ROU,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Romania,ROU,Internet users (per 100 people),IT.NET.USER.P2,70.68127793,..,..
Romania,ROU,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,82.5093002319336,..,..
Romania,ROU,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,31.3206996917725,..,..
Romania,ROU,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,63.7723999023438,..,..
Romania,ROU,"Labor force, total",SL.TLF.TOTL.IN,9051906,8933410,..
Russian Federation,RUS,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Russian Federation,RUS,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Russian Federation,RUS,Internet users (per 100 people),IT.NET.USER.P2,80.86472186,..,..
Russian Federation,RUS,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,66.9384002685547,..,..
Russian Federation,RUS,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,21.6671009063721,..,..
Russian Federation,RUS,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,69.6298980712891,..,..
Russian Federation,RUS,"Labor force, total",SL.TLF.TOTL.IN,73826094,73023442,..
Rwanda,RWA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.07375,..,..
Rwanda,RWA,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,8.70959,..,..
Rwanda,RWA,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
Rwanda,RWA,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,72.1918029785156,..,..
Rwanda,RWA,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,53.1663017272949,..,..
Rwanda,RWA,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,48.4337005615234,..,..
Rwanda,RWA,"Labor force, total",SL.TLF.TOTL.IN,6178259,6361963,..
Samoa,WSM,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Samoa,WSM,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Samoa,WSM,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
Samoa,WSM,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
Samoa,WSM,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
Samoa,WSM,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
Samoa,WSM,"Labor force, total",SL.TLF.TOTL.IN,53053,53601,..
San Marino,SMR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.59286,..,..
San Marino,SMR,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,1.52371,..,..
San Marino,SMR,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
San Marino,SMR,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
San Marino,SMR,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
San Marino,SMR,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
San Marino,SMR,"Labor force, total",SL.TLF.TOTL.IN,..,..,..
Sao Tome and Principe,STP,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.14907,..,..
Sao Tome and Principe,STP,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Sao Tome and Principe,STP,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
Sao Tome and Principe,STP,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
Sao Tome and Principe,STP,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
Sao Tome and Principe,STP,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
Sao Tome and Principe,STP,"Labor force, total",SL.TLF.TOTL.IN,70431,71890,..
Saudi Arabia,SAU,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Saudi Arabia,SAU,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Saudi Arabia,SAU,Internet users (per 100 people),IT.NET.USER.P2,93.31000185,..,..
Saudi Arabia,SAU,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
Saudi Arabia,SAU,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
Saudi Arabia,SAU,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
Saudi Arabia,SAU,"Labor force, total",SL.TLF.TOTL.IN,14019589,14387983,..
Senegal,SEN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.83328,..,..
Senegal,SEN,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,202.87538,..,..
Senegal,SEN,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
Senegal,SEN,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
Senegal,SEN,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
Senegal,SEN,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
Senegal,SEN,"Labor force, total",SL.TLF.TOTL.IN,4122004,4255464,..
Serbia,SRB,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.58539,..,..
Serbia,SRB,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,21.98208,..,..
Serbia,SRB,Internet users (per 100 people),IT.NET.USER.P2,73.36070915,..,..
Serbia,SRB,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,72.4933013916016,..,..
Serbia,SRB,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,32.9086990356445,..,..
Serbia,SRB,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,61.2070999145508,..,..
Serbia,SRB,"Labor force, total",SL.TLF.TOTL.IN,3241884,3223416,..
Seychelles,SYC,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Seychelles,SYC,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Seychelles,SYC,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
Seychelles,SYC,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,86.6484985351563,..,..
Seychelles,SYC,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,24.3332004547119,..,..
Seychelles,SYC,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,68.3537979125977,..,..
Seychelles,SYC,"Labor force, total",SL.TLF.TOTL.IN,..,..,..
Sierra Leone,SLE,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,6.98963,7.70228,..
Sierra Leone,SLE,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,0,0,..
Sierra Leone,SLE,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
Sierra Leone,SLE,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
Sierra Leone,SLE,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
Sierra Leone,SLE,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
Sierra Leone,SLE,"Labor force, total",SL.TLF.TOTL.IN,2614289,2681164,..
Singapore,SGP,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Singapore,SGP,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,717.64981,..,..
Singapore,SGP,Internet users (per 100 people),IT.NET.USER.P2,88.16563603,..,..
Singapore,SGP,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
Singapore,SGP,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
Singapore,SGP,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
Singapore,SGP,"Labor force, total",SL.TLF.TOTL.IN,3493801,3531132,..
Sint Maarten (Dutch part),SXM,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Sint Maarten (Dutch part),SXM,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Sint Maarten (Dutch part),SXM,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
Sint Maarten (Dutch part),SXM,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
Sint Maarten (Dutch part),SXM,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
Sint Maarten (Dutch part),SXM,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
Sint Maarten (Dutch part),SXM,"Labor force, total",SL.TLF.TOTL.IN,..,..,..
Slovak Republic,SVK,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Slovak Republic,SVK,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Slovak Republic,SVK,Internet users (per 100 people),IT.NET.USER.P2,80.66033556,..,..
Slovak Republic,SVK,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,73.6304016113281,..,..
Slovak Republic,SVK,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,21.8190994262695,..,..
Slovak Republic,SVK,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,65.4570007324219,..,..
Slovak Republic,SVK,"Labor force, total",SL.TLF.TOTL.IN,2754200,2740077,..
Slovenia,SVN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Slovenia,SVN,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Slovenia,SVN,Internet users (per 100 people),IT.NET.USER.P2,79.7499766,..,..
Slovenia,SVN,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,79.8134994506836,..,..
Slovenia,SVN,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,27.00950050354,..,..
Slovenia,SVN,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,61.0189018249512,..,..
Slovenia,SVN,"Labor force, total",SL.TLF.TOTL.IN,1037571,1024236,..
Small states,SST,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Small states,SST,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Small states,SST,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
Small states,SST,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
Small states,SST,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
Small states,SST,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
Small states,SST,"Labor force, total",SL.TLF.TOTL.IN,..,..,..
Solomon Islands,SLB,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Solomon Islands,SLB,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Solomon Islands,SLB,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
Solomon Islands,SLB,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
Solomon Islands,SLB,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
Solomon Islands,SLB,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
Solomon Islands,SLB,"Labor force, total",SL.TLF.TOTL.IN,327185,336182,..
Somalia,SOM,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Somalia,SOM,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Somalia,SOM,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
Somalia,SOM,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
Somalia,SOM,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
Somalia,SOM,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
Somalia,SOM,"Labor force, total",SL.TLF.TOTL.IN,3797583,3924554,..
South Africa,ZAF,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,6.15899,6.50505,..
South Africa,ZAF,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,2594.1254,2781.69376,..
South Africa,ZAF,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
South Africa,ZAF,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,82.8785018920898,82.0192031860352,..
South Africa,ZAF,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,47.4424018859863,47.3847007751465,..
South Africa,ZAF,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,68.2697982788086,68.0687026977539,..
South Africa,ZAF,"Labor force, total",SL.TLF.TOTL.IN,22947458,23300270,..
South Asia,SAS,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
South Asia,SAS,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
South Asia,SAS,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
South Asia,SAS,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,60.1009271453641,..,..
South Asia,SAS,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,49.2754415744408,..,..
South Asia,SAS,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,41.5605556632911,..,..
South Asia,SAS,"Labor force, total",SL.TLF.TOTL.IN,664696955,675396518,..
South Asia (IDA & IBRD),TSA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
South Asia (IDA & IBRD),TSA,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
South Asia (IDA & IBRD),TSA,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
South Asia (IDA & IBRD),TSA,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
South Asia (IDA & IBRD),TSA,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
South Asia (IDA & IBRD),TSA,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
South Asia (IDA & IBRD),TSA,"Labor force, total",SL.TLF.TOTL.IN,..,..,..
South Sudan,SSD,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
South Sudan,SSD,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
South Sudan,SSD,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
South Sudan,SSD,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
South Sudan,SSD,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
South Sudan,SSD,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
South Sudan,SSD,"Labor force, total",SL.TLF.TOTL.IN,..,..,..
Spain,ESP,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Spain,ESP,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Spain,ESP,Internet users (per 100 people),IT.NET.USER.P2,86.10723553,..,..
Spain,ESP,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,80.1184997558594,..,..
Spain,ESP,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,48.2332992553711,..,..
Spain,ESP,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,65.5979995727539,..,..
Spain,ESP,"Labor force, total",SL.TLF.TOTL.IN,23064439,22943908,..
Sri Lanka,LKA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,2.12421,..,..
Sri Lanka,LKA,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,0,..,..
Sri Lanka,LKA,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
Sri Lanka,LKA,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
Sri Lanka,LKA,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
Sri Lanka,LKA,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
Sri Lanka,LKA,"Labor force, total",SL.TLF.TOTL.IN,8893806,8920237,..
St. Kitts and Nevis,KNA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
St. Kitts and Nevis,KNA,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
St. Kitts and Nevis,KNA,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
St. Kitts and Nevis,KNA,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
St. Kitts and Nevis,KNA,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
St. Kitts and Nevis,KNA,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
St. Kitts and Nevis,KNA,"Labor force, total",SL.TLF.TOTL.IN,..,..,..
St. Lucia,LCA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.3318,..,..
St. Lucia,LCA,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,9.65462,..,..
St. Lucia,LCA,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
St. Lucia,LCA,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
St. Lucia,LCA,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
St. Lucia,LCA,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
St. Lucia,LCA,"Labor force, total",SL.TLF.TOTL.IN,99309,99985,..
St. Martin (French part),MAF,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
St. Martin (French part),MAF,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
St. Martin (French part),MAF,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
St. Martin (French part),MAF,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
St. Martin (French part),MAF,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
St. Martin (French part),MAF,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
St. Martin (French part),MAF,"Labor force, total",SL.TLF.TOTL.IN,..,..,..
St. Vincent and the Grenadines,VCT,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.69378,..,..
St. Vincent and the Grenadines,VCT,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,7.31673,..,..
St. Vincent and the Grenadines,VCT,Internet users (per 100 people),IT.NET.USER.P2,22.39426119,..,..
St. Vincent and the Grenadines,VCT,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
St. Vincent and the Grenadines,VCT,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
St. Vincent and the Grenadines,VCT,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
St. Vincent and the Grenadines,VCT,"Labor force, total",SL.TLF.TOTL.IN,56243,56646,..
Sub-Saharan Africa,SSF,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Sub-Saharan Africa,SSF,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Sub-Saharan Africa,SSF,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
Sub-Saharan Africa,SSF,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
Sub-Saharan Africa,SSF,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
Sub-Saharan Africa,SSF,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
Sub-Saharan Africa,SSF,"Labor force, total",SL.TLF.TOTL.IN,414655622,427368717,..
Sub-Saharan Africa (excluding high income),SSA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Sub-Saharan Africa (excluding high income),SSA,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Sub-Saharan Africa (excluding high income),SSA,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
Sub-Saharan Africa (excluding high income),SSA,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
Sub-Saharan Africa (excluding high income),SSA,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
Sub-Saharan Africa (excluding high income),SSA,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
Sub-Saharan Africa (excluding high income),SSA,"Labor force, total",SL.TLF.TOTL.IN,414655622,427368717,..
Sub-Saharan Africa (IDA & IBRD countries),TSS,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Sub-Saharan Africa (IDA & IBRD countries),TSS,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
Sub-Saharan Africa (IDA & IBRD countries),TSS,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
Sub-Saharan Africa (IDA & IBRD countries),TSS,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
Sub-Saharan Africa (IDA & IBRD countries),TSS,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Labor force, total",SL.TLF.TOTL.IN,..,..,..
Sudan,SDN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Sudan,SDN,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Sudan,SDN,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
Sudan,SDN,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
Sudan,SDN,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
Sudan,SDN,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
Sudan,SDN,"Labor force, total",SL.TLF.TOTL.IN,12055376,12410556,..
Suriname,SUR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Suriname,SUR,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Suriname,SUR,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
Suriname,SUR,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
Suriname,SUR,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
Suriname,SUR,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
Suriname,SUR,"Labor force, total",SL.TLF.TOTL.IN,214906,217328,..
Sweden,SWE,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Sweden,SWE,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Sweden,SWE,Internet users (per 100 people),IT.NET.USER.P2,92.14167705,..,..
Sweden,SWE,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,83.7573013305664,..,..
Sweden,SWE,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,49.2607002258301,..,..
Sweden,SWE,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,77.0805969238281,..,..
Sweden,SWE,"Labor force, total",SL.TLF.TOTL.IN,5411383,5452261,..
Switzerland,CHE,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Switzerland,CHE,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Switzerland,CHE,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
Switzerland,CHE,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,81.2753982543945,..,..
Switzerland,CHE,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,51.5203018188477,..,..
Switzerland,CHE,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,66.492301940918,..,..
Switzerland,CHE,"Labor force, total",SL.TLF.TOTL.IN,4953327,4981104,..
Syrian Arab Republic,SYR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Syrian Arab Republic,SYR,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Syrian Arab Republic,SYR,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
Syrian Arab Republic,SYR,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
Syrian Arab Republic,SYR,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
Syrian Arab Republic,SYR,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
Syrian Arab Republic,SYR,"Labor force, total",SL.TLF.TOTL.IN,5129679,5191776,..
Tajikistan,TJK,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Tajikistan,TJK,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Tajikistan,TJK,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
Tajikistan,TJK,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
Tajikistan,TJK,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
Tajikistan,TJK,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
Tajikistan,TJK,"Labor force, total",SL.TLF.TOTL.IN,2412933,2464952,..
Tanzania,TZA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.69644,..,..
Tanzania,TZA,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Tanzania,TZA,Internet users (per 100 people),IT.NET.USER.P2,..,..,..
Tanzania,TZA,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,..,..,..
Tanzania,TZA,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,..,..,..
Tanzania,TZA,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,..,..,..
Tanzania,TZA,"Labor force, total",SL.TLF.TOTL.IN,26304005,27170626,..
Thailand,THA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..
Thailand,THA,"Government expenditure on education not specified by level, US$ (millions)",UIS.X.US.UK.FSGOV,..,..,..
Thailand,THA,Internet users (per 100 people),IT.NET.USER.P2,56.81748093,..,..
Thailand,THA,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,83.8126983642578,..,..
Thailand,THA,Labor force with basic education (% of total labor force),SL.TLF.BASC.ZS,69.8936004638672,..,..
Thailand,THA,Labor force with intermediate education (% of total labor force ),SL.TLF.INTM.ZS,72.2885971069336,..,..
Thailand,THA,"Labor force, total",SL.TLF.TOTL.IN,38907795,38989831,..
Timor-Leste,TLS,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,6.79295,..,..
