Series Name,Series Code,Country Name,Country Code,2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Andorra,AND,..,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Angola,AGO,220.291,216.821,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Antigua and Barbuda,ATG,83.136,82.084,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Arab World,ARB,110.0821621,108.9685993,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Argentina,ARG,79.483,78.682,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Armenia,ARM,65.595,64.905,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Aruba,ABW,68.514,67.577,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Australia,AUS,42.796,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Austria,AUT,..,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Azerbaijan,AZE,89.073,88.263,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,"Bahamas, The",BHS,116.813,115.62,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Bahrain,BHR,56.217,55.458,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Bangladesh,BGD,114.505,112.51,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Barbados,BRB,91.939,91.179,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Belarus,BLR,79.839,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Belgium,BEL,49.245,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Belize,BLZ,117.655,116.596,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Benin,BEN,211.008,208.039,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Bermuda,BMU,..,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Bhutan,BTN,194.721,191.189,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Bolivia,BOL,138.315,136.654,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Bosnia and Herzegovina,BIH,59.775,58.963,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Botswana,BWA,161.962,160.288,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Brazil,BRA,91.421,90.296,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,British Virgin Islands,VGB,..,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Brunei Darussalam,BRN,98.803,97.548,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Bulgaria,BGR,..,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Burkina Faso,BFA,228.16,223.561,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Burundi,BDI,253.135,248.913,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Cabo Verde,CPV,85.514,84.455,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Cambodia,KHM,132.376,130.183,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Cameroon,CMR,281.332,277.398,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Canada,CAN,50.202,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Caribbean small states,CSS,115.1679121,114.108038,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Cayman Islands,CYM,..,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Central African Republic,CAF,371.323,367.945,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Central Europe and the Baltics,CEB,63.03277201,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Chad,TCD,335.378,332.698,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Channel Islands,CHI,32.505,32.015,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Chile,CHL,59.035,58.508,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,China,CHN,60.272,59.453,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Colombia,COL,77.999,77.075,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Comoros,COM,194.435,192.109,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,"Congo, Dem. Rep.",COD,224.637,221.881,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,"Congo, Rep.",COG,240.201,237.141,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Costa Rica,CRI,56.969,56.194,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Cote d'Ivoire,CIV,325.098,320.982,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Croatia,HRV,49.809,49.106,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Cuba,CUB,73.993,73.375,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Curacao,CUW,63.365,62.635,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Cyprus,CYP,32.883,32.42,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Czech Republic,CZE,50.769,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Denmark,DNK,48.343,43.817,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Djibouti,DJI,178.345,175.419,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Dominica,DMA,..,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Dominican Republic,DOM,114.55,113.549,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Early-demographic dividend,EAR,133.1666015,131.3857545,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,East Asia & Pacific,EAS,73.92259443,73.49507401,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,East Asia & Pacific (excluding high income),EAP,77.88010322,77.08245253,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,East Asia & Pacific (IDA & IBRD countries),TEA,77.65238193,76.86032501,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Ecuador,ECU,88.072,86.933,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,"Egypt, Arab Rep.",EGY,105.456,104.038,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,El Salvador,SLV,103.299,101.896,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Equatorial Guinea,GNQ,294.556,290.535,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Eritrea,ERI,202.445,198.222,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Estonia,EST,..,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Eswatini,SWZ,309.883,304.468,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Ethiopia,ETH,184.812,181.102,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Euro area,EMU,..,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Europe & Central Asia,ECS,..,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Europe & Central Asia (excluding high income),ECA,..,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Europe & Central Asia (IDA & IBRD countries),TEC,..,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,European Union,EUU,..,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Faroe Islands,FRO,..,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Fiji,FJI,174.97,172.719,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Finland,FIN,44.169,43.024,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Fragile and conflict affected situations,FCS,220.5998952,218.0861409,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,France,FRA,48.347,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,French Polynesia,PYF,66.154,65.211,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Gabon,GAB,182.317,180.05,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,"Gambia, The",GMB,224.406,220.367,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Georgia,GEO,77.23,76.364,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Germany,DEU,..,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Ghana,GHA,214.333,211.07,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Gibraltar,GIB,..,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Greece,GRC,42.478,41.749,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Greenland,GRL,..,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Grenada,GRD,117.738,117.356,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Guam,GUM,39.075,38.418,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Guatemala,GTM,111.16,109.675,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Guinea,GIN,232.889,229.185,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Guinea-Bissau,GNB,301.21,297.034,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Guyana,GUY,182.082,180.807,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Haiti,HTI,197.41,194.592,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Heavily indebted poor countries (HIPC),HPC,216.3668336,212.9364811,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,High income,HIC,57.75392627,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Honduras,HND,115.541,114.32,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,"Hong Kong SAR, China",HKG,33.104,32.625,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Hungary,HUN,..,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,IBRD only,IBD,..,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Iceland,ISL,40.902,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,IDA & IBRD total,IBT,123.0271933,122.4144458,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,IDA blend,IDB,..,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,IDA only,IDX,..,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,IDA total,IDA,..,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,India,IND,147.161,145.05,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Indonesia,IDN,125.668,123.88,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,"Iran, Islamic Rep.",IRN,49.574,48.637,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Iraq,IRQ,129.1,127.664,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Ireland,IRL,..,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Isle of Man,IMN,..,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Israel,ISR,..,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Italy,ITA,..,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Jamaica,JAM,104.39,103.3,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Japan,JPN,35.823,35.553,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Jordan,JOR,89.001,87.985,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Kazakhstan,KAZ,94.435,93.433,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Kenya,KEN,194.507,191.416,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Kiribati,KIR,153.038,151.167,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,"Korea, Dem. People's Rep.",PRK,95.764,94.393,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,"Korea, Rep.",KOR,32.342,31.764,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Kosovo,XKX,..,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Kuwait,KWT,41.12,40.479,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Kyrgyz Republic,KGZ,94.014,92.985,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Lao PDR,LAO,156.747,153.348,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Late-demographic dividend,LTE,66.92467598,66.21122716,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Latin America & Caribbean,LCN,92.71712088,91.81249578,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Latin America & Caribbean (excluding high income),LAC,93.93153439,92.97651253,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Latin America & the Caribbean (IDA & IBRD countries),TLA,93.21243009,92.29374389,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Latvia,LVA,..,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Least developed countries: UN classification,LDC,186.9336835,184.161654,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Lebanon,LBN,53.338,52.852,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Lesotho,LSO,419.363,413.918,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Liberia,LBR,207.08,204.018,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Libya,LBY,99.334,98.11,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Liechtenstein,LIE,..,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Lithuania,LTU,76.1,73.279,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Low & middle income,LMY,123.6080517,122.5901829,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Low income,LIC,207.5161537,204.3560822,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Lower middle income,LMC,147.6756121,145.9317602,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Luxembourg,LUX,41.665,38.902,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,"Macao SAR, China",MAC,24.487,24.084,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Madagascar,MDG,181.739,177.89,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Malawi,MWI,212.388,206.987,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Malaysia,MYS,84.296,83.243,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Maldives,MDV,42.149,41.132,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Mali,MLI,244.756,240.815,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Malta,MLT,35.056,34.586,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Marshall Islands,MHL,..,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Mauritania,MRT,176.149,174.297,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Mauritius,MUS,93.506,92.58,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Mexico,MEX,95.815,95.357,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,"Micronesia, Fed. Sts.",FSM,146.294,144.81,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Middle East & North Africa,MEA,85.55562904,84.54063135,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Middle East & North Africa (excluding high income),MNA,88.05509683,87.0349271,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Middle East & North Africa (IDA & IBRD countries),TMN,88.00874128,86.99402079,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Middle income,MIC,115.5692964,114.5745676,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Moldova,MDA,95.579,94.622,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Monaco,MCO,..,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Mongolia,MNG,123.173,121.373,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Montenegro,MNE,65.97,65.021,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Morocco,MAR,62.159,60.939,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Mozambique,MOZ,268.188,262.79,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Myanmar,MMR,149.971,147.943,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Namibia,NAM,248.938,243.557,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Nauru,NRU,..,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Nepal,NPL,129.611,126.348,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Netherlands,NLD,46.774,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,New Caledonia,NCL,56.743,55.82,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,New Zealand,NZL,..,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Nicaragua,NIC,102.575,101.226,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Niger,NER,222.743,218.743,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Nigeria,NGA,324.961,321.483,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,North America,NAC,77.44813065,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,North Macedonia,MKD,63.418,62.603,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Northern Mariana Islands,MNP,..,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Norway,NOR,38.861,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Not classified,INX,..,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,OECD members,OED,63.32589568,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Oman,OMN,63.183,62.245,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Other small states,OSS,182.2625298,181.5158974,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Pacific island small states,PSS,141.2403253,139.3656597,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Pakistan,PAK,137.509,136.402,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Palau,PLW,..,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Panama,PAN,76.653,75.883,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Papua New Guinea,PNG,187.7,185.056,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Paraguay,PRY,120.525,119.637,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Peru,PER,84.815,83.574,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Philippines,PHL,130.91,129.901,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Poland,POL,61.565,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Portugal,PRT,43.061,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Post-demographic dividend,PST,57.60020263,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Pre-demographic dividend,PRE,243.4236937,239.9316148,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Puerto Rico,PRI,63.033,62.281,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Qatar,QAT,31.873,31.497,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Romania,ROU,73.319,72.51,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Russian Federation,RUS,..,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Rwanda,RWA,161.59,158.318,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Samoa,WSM,80.735,79.71,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,San Marino,SMR,..,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Sao Tome and Principe,STP,124.395,122.813,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Saudi Arabia,SAU,76.148,74.99,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Senegal,SEN,144.704,142.078,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Serbia,SRB,74.794,73.814,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Seychelles,SYC,97.723,97.054,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Sierra Leone,SLE,353.346,349.393,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Singapore,SGP,34.939,34.447,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Sint Maarten (Dutch part),SXM,..,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Slovak Republic,SVK,..,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Slovenia,SVN,..,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Small states,SST,165.5781654,164.6788155,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Solomon Islands,SLB,124.818,123.608,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Somalia,SOM,269.466,266.647,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,South Africa,ZAF,248.816,244.904,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,South Asia,SAS,142.360124,140.3470718,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,South Asia (IDA & IBRD),TSA,142.360124,140.3470718,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,South Sudan,SSD,300.898,297.774,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Spain,ESP,36.72,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Sri Lanka,LKA,56.065,55.31,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,St. Kitts and Nevis,KNA,..,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,St. Lucia,LCA,97.187,96.143,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,St. Martin (French part),MAF,..,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,St. Vincent and the Grenadines,VCT,125.132,123.869,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Sub-Saharan Africa,SSF,243.1425161,239.4837155,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Sub-Saharan Africa (excluding high income),SSA,243.1581152,239.498617,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Sub-Saharan Africa (IDA & IBRD countries),TSS,243.1425161,239.4837155,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Sudan,SDN,187.141,184.81,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Suriname,SUR,118.443,117.269,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Sweden,SWE,38.431,37.733,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Switzerland,CHE,35.152,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Syrian Arab Republic,SYR,73.258,69.869,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Tajikistan,TJK,96.277,94.784,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Tanzania,TZA,193.172,189.722,..
